Injury Severity,Injury Severity Scale,Date,Time,Speed Limit,Weather,Driver At Fault,Surface Condition,Light,Traffic Control,Driver At Fault,Latitude,Longitude
SUSPECTED MINOR INJURY,2,01/20/2023,09:15:00 PM,30,CLEAR,Yes,DRY,DARK LIGHTS ON,NO CONTROLS,Yes,39.062605,-77.0648
SUSPECTED MINOR INJURY,2,03/19/2016,08:02:00 AM,40,CLEAR,Yes,DRY,DAYLIGHT,,Yes,39.22463667,-77.07404
SUSPECTED MINOR INJURY,2,02/03/2020,05:20:00 PM,25,CLEAR,No,DRY,DAYLIGHT,STOP SIGN,No,39.09246254,-77.14354847
POSSIBLE INJURY,1,05/14/2017,09:43:00 PM,35,CLEAR,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,38.99771167,-77.109725
POSSIBLE INJURY,1,03/14/2019,08:53:00 AM,40,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.19479667,-77.12563667
POSSIBLE INJURY,1,11/21/2016,05:30:00 AM,40,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.2047319,-77.24599421
SUSPECTED MINOR INJURY,2,05/17/2017,06:03:00 PM,0,CLEAR,Yes,,DAYLIGHT,,Yes,39.15772333,-77.20693333
POSSIBLE INJURY,1,06/08/2023,06:15:00 PM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.04069167,-77.05160833
POSSIBLE INJURY,1,01/25/2022,04:26:00 PM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.14364062,-77.22355883
SUSPECTED MINOR INJURY,2,05/11/2015,02:20:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.11468686,-77.18582153
POSSIBLE INJURY,1,03/30/2021,07:55:00 AM,40,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.09713759,-77.20761905
SUSPECTED MINOR INJURY,2,01/06/2016,12:28:00 PM,30,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.09659575,-77.20755816
POSSIBLE INJURY,1,01/26/2022,08:30:00 AM,25,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.187525,-77.18650833
POSSIBLE INJURY,1,04/03/2019,08:10:00 AM,30,,No,DRY,DAYLIGHT,,No,39.14694833,-77.06704167
POSSIBLE INJURY,1,07/01/2019,02:25:00 PM,30,CLEAR,Yes,DRY,DAYLIGHT,YIELD SIGN,Yes,39.0813755,-77.14587183
POSSIBLE INJURY,1,10/18/2021,04:59:00 PM,30,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.17093657,-77.26274546
POSSIBLE INJURY,1,09/13/2018,02:43:00 PM,25,RAINING,Yes,WET,DAYLIGHT,STOP SIGN,Yes,39.02439167,-77.029725
SUSPECTED MINOR INJURY,2,12/04/2016,04:11:00 PM,45,CLEAR,No,DRY,DUSK,TRAFFIC SIGNAL,No,38.96977833,-77.11214
SUSPECTED MINOR INJURY,2,08/25/2015,01:18:00 PM,40,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.19373333,-77.27014
SUSPECTED MINOR INJURY,2,12/14/2019,06:43:00 PM,25,RAINING,Yes,WET,DARK LIGHTS ON,NO CONTROLS,Yes,39.14929567,-77.2754715
POSSIBLE INJURY,1,06/11/2022,03:20:00 AM,35,CLEAR,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.04729833,-77.112975
SUSPECTED MINOR INJURY,2,01/30/2019,08:44:00 PM,35,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,38.99038167,-77.15263333
SUSPECTED MINOR INJURY,2,02/21/2018,08:50:00 AM,35,,No,,DAYLIGHT,NO CONTROLS,No,39.05711333,-76.95469167
POSSIBLE INJURY,1,06/20/2023,04:19:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.091556,-77.04230743
SUSPECTED MINOR INJURY,2,09/19/2015,07:54:00 PM,30,CLEAR,Yes,,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.11721333,-77.16865167
POSSIBLE INJURY,1,05/21/2015,07:29:00 AM,25,CLOUDY,No,DRY,DAYLIGHT,,No,39.15994167,-77.19958
POSSIBLE INJURY,1,08/20/2019,11:53:00 PM,35,CLEAR,No,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.14255667,-77.22087333
POSSIBLE INJURY,1,01/08/2018,09:00:00 PM,25,SLEET,Yes,ICE,DARK NO LIGHTS,NO CONTROLS,Yes,39.094155,-77.099585
SUSPECTED MINOR INJURY,2,10/12/2015,12:30:00 PM,45,CLEAR,Unknown,DRY,DAYLIGHT,TRAFFIC SIGNAL,Unknown,39.12112333,-77.03319333
POSSIBLE INJURY,1,11/13/2016,07:21:00 PM,40,CLEAR,No,DRY,DARK LIGHTS ON,NO CONTROLS,No,39.11995,-77.31903
POSSIBLE INJURY,1,12/19/2017,08:39:00 AM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.1176,-77.16513
SUSPECTED MINOR INJURY,2,06/09/2019,09:40:00 PM,30,FOGGY,Yes,WET,DARK NO LIGHTS,,Yes,39.08332016,-77.26486394
POSSIBLE INJURY,1,07/13/2017,03:17:00 PM,45,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,38.98956167,-77.15035167
POSSIBLE INJURY,1,10/02/2017,07:42:00 AM,35,CLEAR,Yes,DRY,DAYLIGHT,,Yes,39.00661,-76.99760167
SUSPECTED MINOR INJURY,2,02/14/2020,07:29:00 PM,30,CLOUDY,Yes,DRY,DARK NO LIGHTS,NO CONTROLS,Yes,39.298495,-77.278565
POSSIBLE INJURY,1,01/26/2023,10:58:00 AM,40,CLEAR,No,DRY,DAYLIGHT,,No,39.06957865,-77.13056137
POSSIBLE INJURY,1,09/07/2018,07:00:00 PM,5,RAINING,No,,DAYLIGHT,NO CONTROLS,No,39.15010833,-77.01270167
SUSPECTED MINOR INJURY,2,03/13/2015,02:29:00 PM,40,CLOUDY,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.03650167,-77.107745
POSSIBLE INJURY,1,05/30/2015,05:30:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.11739,-77.01767167
POSSIBLE INJURY,1,06/15/2018,09:22:00 AM,30,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.07136667,-77.001685
SUSPECTED MINOR INJURY,2,02/23/2023,05:30:00 PM,30,CLEAR,Yes,DRY,DUSK,NO CONTROLS,Yes,39.15698397,-77.22399365
POSSIBLE INJURY,1,04/20/2022,03:00:00 PM,45,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.13014833,-77.161885
SUSPECTED MINOR INJURY,2,02/18/2021,09:23:00 PM,50,WINTRY MIX,Yes,ICE,DARK LIGHTS ON,NO CONTROLS,Yes,39.13782137,-77.26360251
SUSPECTED MINOR INJURY,2,08/25/2017,04:34:00 PM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.06976333,-77.17011833
SUSPECTED MINOR INJURY,2,06/28/2023,05:20:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.13029365,-77.18707677
SUSPECTED MINOR INJURY,2,01/23/2015,06:09:00 PM,45,SLEET,No,WET,DARK LIGHTS ON,NO CONTROLS,No,39.07223667,-77.065315
SUSPECTED MINOR INJURY,2,07/11/2017,04:00:00 PM,30,,No,DRY,DAYLIGHT,NO CONTROLS,No,39.050884,-77.105551
POSSIBLE INJURY,1,05/31/2023,05:35:00 PM,25,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.17584098,-77.15658441
POSSIBLE INJURY,1,02/10/2020,09:55:00 PM,45,RAINING,No,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.11048167,-77.21742
POSSIBLE INJURY,1,10/23/2018,06:39:00 PM,40,CLEAR,No,DRY,DARK -- UNKNOWN LIGHTING,TRAFFIC SIGNAL,No,39.15958467,-77.07738525
SUSPECTED MINOR INJURY,2,06/11/2015,03:24:00 PM,30,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.114395,-77.21014
SUSPECTED MINOR INJURY,2,11/29/2017,12:42:00 PM,15,CLEAR,No,,DAYLIGHT,NO CONTROLS,No,39.12374,-77.233985
POSSIBLE INJURY,1,08/27/2019,12:41:00 PM,40,CLOUDY,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.26013833,-77.22336
POSSIBLE INJURY,1,02/18/2023,09:22:00 AM,40,CLEAR,Unknown,DRY,DAYLIGHT,TRAFFIC SIGNAL,Unknown,39.10406,-77.15645667
SUSPECTED MINOR INJURY,2,03/13/2020,10:12:00 PM,55,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.07317205,-76.95579441
POSSIBLE INJURY,1,02/27/2022,02:45:00 PM,30,CLEAR,No,DRY,DAYLIGHT,STOP SIGN,No,39.22902833,-77.25144833
SUSPECTED MINOR INJURY,2,11/27/2015,08:50:00 AM,50,CLEAR,Yes,,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.13307333,-77.24493167
SUSPECTED MINOR INJURY,2,01/29/2016,03:43:00 PM,40,CLEAR,No,WET,DAYLIGHT,NO CONTROLS,No,39.06078417,-77.12313617
SUSPECTED MINOR INJURY,2,12/12/2015,06:54:00 PM,40,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.09762823,-77.13656545
POSSIBLE INJURY,1,07/11/2018,08:25:00 PM,35,CLEAR,Yes,DRY,DUSK,TRAFFIC SIGNAL,Yes,39.03148667,-77.23305333
POSSIBLE INJURY,1,01/07/2023,01:15:00 PM,30,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,38.99114667,-77.02715167
POSSIBLE INJURY,1,06/27/2017,07:21:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.27802039,-77.20373064
SUSPECTED MINOR INJURY,2,06/23/2020,06:56:00 AM,35,FOGGY,Yes,WET,DAWN,NO CONTROLS,Yes,39.25796167,-77.27678833
SUSPECTED MINOR INJURY,2,09/17/2015,07:16:00 PM,40,CLEAR,Yes,DRY,DUSK,NO CONTROLS,Yes,39.18633961,-77.25319862
POSSIBLE INJURY,1,08/16/2017,08:56:00 PM,50,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.11502167,-77.07509333
SUSPECTED MINOR INJURY,2,04/19/2020,08:45:00 PM,30,CLEAR,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.15208833,-77.06426
SUSPECTED MINOR INJURY,2,12/22/2016,03:43:00 PM,40,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.11228421,-77.07147092
POSSIBLE INJURY,1,07/13/2021,02:00:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.18240485,-77.21042916
POSSIBLE INJURY,1,02/18/2021,11:00:00 AM,25,SLEET,No,SLUSH,DAYLIGHT,,No,38.98148637,-77.09269781
SUSPECTED MINOR INJURY,2,12/19/2019,01:40:00 AM,55,CLEAR,Yes,DRY,DARK LIGHTS ON,NO CONTROLS,Yes,39.14139298,-77.21255608
SUSPECTED MINOR INJURY,2,01/12/2017,11:05:00 PM,0,CLEAR,Yes,,DARK LIGHTS ON,NO CONTROLS,Yes,39.11249128,-76.93499744
POSSIBLE INJURY,1,09/01/2019,06:06:00 AM,35,CLOUDY,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.05675833,-77.07382167
SUSPECTED MINOR INJURY,2,09/26/2017,05:00:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.05887167,-76.997655
SUSPECTED MINOR INJURY,2,09/13/2016,09:45:00 AM,30,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.208925,-77.16947833
SUSPECTED MINOR INJURY,2,04/29/2023,12:04:00 AM,40,RAINING,No,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.12219934,-77.1150934
SUSPECTED MINOR INJURY,2,04/12/2023,11:15:00 AM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.09225483,-77.15324733
SUSPECTED MINOR INJURY,2,04/09/2022,07:06:00 AM,50,CLEAR,Yes,WET,DAYLIGHT,NO CONTROLS,Yes,39.05094667,-76.98024667
POSSIBLE INJURY,1,09/25/2021,11:00:00 AM,40,CLEAR,Yes,DRY,DAYLIGHT,STOP SIGN,Yes,39.074785,-77.00536333
POSSIBLE INJURY,1,06/14/2018,06:52:00 PM,40,,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.11225,-77.16217833
POSSIBLE INJURY,1,09/11/2022,09:55:00 AM,30,RAINING,Yes,WET,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.03178,-77.13143333
SUSPECTED MINOR INJURY,2,04/28/2015,08:39:00 AM,30,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.04718333,-77.05077
SUSPECTED MINOR INJURY,2,04/19/2016,08:20:00 PM,40,CLEAR,No,DRY,DARK LIGHTS ON,NO CONTROLS,No,39.01386333,-76.97819
POSSIBLE INJURY,1,04/14/2018,04:01:00 AM,35,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.01511667,-77.04242333
POSSIBLE INJURY,1,09/23/2015,06:14:00 PM,25,CLEAR,Yes,DRY,DAYLIGHT,STOP SIGN,Yes,39.03064333,-77.17282167
POSSIBLE INJURY,1,08/11/2022,06:13:00 PM,30,CLEAR,Yes,DRY,DAYLIGHT,,Yes,38.99203667,-77.098015
POSSIBLE INJURY,1,11/28/2017,02:25:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,STOP SIGN,Yes,39.10976667,-77.23783667
SUSPECTED MINOR INJURY,2,06/19/2020,04:23:00 PM,50,RAINING,Yes,WET,DAYLIGHT,NO CONTROLS,Yes,39.15461283,-77.14230317
SUSPECTED MINOR INJURY,2,01/12/2023,10:08:00 AM,35,CLEAR,Unknown,DRY,DAYLIGHT,TRAFFIC SIGNAL,Unknown,38.96993,-77.13121
POSSIBLE INJURY,1,01/12/2017,02:28:00 PM,30,CLEAR,No,DRY,DAYLIGHT,,No,39.09432883,-76.93486065
SUSPECTED MINOR INJURY,2,01/22/2016,01:11:00 PM,25,CLEAR,Yes,DRY,DAYLIGHT,STOP SIGN,Yes,39.15558167,-77.19993167
POSSIBLE INJURY,1,10/05/2021,05:03:00 PM,45,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.13702333,-77.06889167
SUSPECTED SERIOUS INJURY,3,12/21/2020,10:20:00 AM,40,FOGGY,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.317,-77.198
SUSPECTED SERIOUS INJURY,3,02/29/2020,01:34:00 PM,20,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.19095667,-77.24790833
POSSIBLE INJURY,1,04/22/2016,05:41:00 AM,45,CLEAR,Yes,DRY,DAWN,TRAFFIC SIGNAL,Yes,39.19216255,-77.242506
SUSPECTED MINOR INJURY,2,10/12/2015,04:59:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,STOP SIGN,Yes,39.06826333,-76.96224667
SUSPECTED MINOR INJURY,2,06/26/2020,11:39:00 PM,30,,Yes,DRY,DARK NO LIGHTS,NO CONTROLS,Yes,39.069071,-76.953566
POSSIBLE INJURY,1,08/23/2019,03:16:00 PM,35,RAINING,No,WET,DAYLIGHT,NO CONTROLS,No,39.062645,-77.04228167
SUSPECTED MINOR INJURY,2,06/02/2015,05:20:00 PM,25,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,38.99005667,-77.02403
SUSPECTED MINOR INJURY,2,08/28/2020,11:41:00 PM,35,RAINING,No,WET,DARK LIGHTS ON,NO CONTROLS,No,39.05112333,-77.133135
SUSPECTED MINOR INJURY,2,01/24/2017,05:16:00 PM,35,,No,DRY,DUSK,TRAFFIC SIGNAL,No,39.09201604,-77.07026124
POSSIBLE INJURY,1,03/25/2019,04:54:00 PM,30,CLOUDY,Yes,DRY,DAYLIGHT,,Yes,39.03482,-77.09745
SUSPECTED MINOR INJURY,2,09/27/2015,11:28:00 AM,35,CLEAR,No,DRY,DAYLIGHT,,No,39.04955,-77.05187833
SUSPECTED MINOR INJURY,2,12/01/2020,10:33:00 AM,40,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.07447125,-77.13569179
SUSPECTED MINOR INJURY,2,04/02/2023,07:21:00 AM,25,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.07592017,-77.1113365
POSSIBLE INJURY,1,01/21/2019,01:09:00 PM,40,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.08504,-77.07853667
POSSIBLE INJURY,1,07/02/2017,02:20:00 PM,40,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.07982632,-77.13776775
POSSIBLE INJURY,1,09/27/2016,04:00:00 PM,25,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.049035,-77.18155833
SUSPECTED MINOR INJURY,2,07/23/2022,03:50:00 PM,50,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.13460567,-77.351449
POSSIBLE INJURY,1,10/08/2017,08:02:00 PM,40,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.17827,-77.23816
POSSIBLE INJURY,1,09/01/2017,07:23:00 PM,35,CLEAR,No,DRY,DAWN,STOP SIGN,No,39.09464,-77.09145
SUSPECTED MINOR INJURY,2,09/13/2022,09:48:00 PM,50,,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.09584,-76.93797
SUSPECTED MINOR INJURY,2,02/15/2023,08:26:00 AM,30,,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.13810834,-77.19409053
SUSPECTED MINOR INJURY,2,01/23/2021,10:45:00 AM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.02138167,-77.14126833
SUSPECTED MINOR INJURY,2,07/12/2017,01:25:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.070355,-77.16934667
POSSIBLE INJURY,1,09/13/2019,12:29:00 AM,35,,Yes,DRY,DARK LIGHTS ON,,Yes,39.01061467,-77.0411375
POSSIBLE INJURY,1,12/04/2022,05:11:00 PM,35,OTHER,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.12905833,-77.23399333
POSSIBLE INJURY,1,06/14/2019,07:04:00 AM,40,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.17410333,-77.23752833
POSSIBLE INJURY,1,08/05/2022,07:10:00 PM,45,RAINING,No,WET,DAYLIGHT,TRAFFIC SIGNAL,No,39.202385,-77.25234167
POSSIBLE INJURY,1,09/20/2021,04:17:00 AM,25,CLEAR,No,DRY,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,No,38.995255,-77.096575
POSSIBLE INJURY,1,04/01/2022,03:28:00 PM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.10965183,-77.18816867
SUSPECTED MINOR INJURY,2,04/23/2018,07:06:00 AM,40,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.16368,-77.22657333
SUSPECTED MINOR INJURY,2,09/21/2021,07:54:00 AM,40,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.12261227,-77.17769661
POSSIBLE INJURY,1,03/14/2022,01:39:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.02604458,-77.01083227
POSSIBLE INJURY,1,08/19/2021,07:05:00 AM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.05886167,-77.05027
POSSIBLE INJURY,1,04/12/2016,01:04:00 PM,45,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.16230264,-77.15828061
POSSIBLE INJURY,1,05/17/2015,05:49:00 PM,0,CLEAR,Yes,,DAYLIGHT,,Yes,38.96341667,-77.09098333
POSSIBLE INJURY,1,07/23/2021,06:56:00 PM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.05300758,-77.07697971
SUSPECTED MINOR INJURY,2,06/17/2015,12:44:00 AM,40,CLEAR,No,DRY,DARK NO LIGHTS,NO CONTROLS,No,39.214175,-77.27860667
SUSPECTED MINOR INJURY,2,02/28/2015,01:52:00 PM,40,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.06701167,-77.15021667
SUSPECTED MINOR INJURY,2,07/12/2023,01:02:00 PM,30,CLEAR,No,DRY,DAYLIGHT,STOP SIGN,No,39.1595155,-77.21056917
SUSPECTED MINOR INJURY,2,06/27/2023,05:44:00 PM,25,CLOUDY,No,DRY,DAYLIGHT,NO CONTROLS,No,39.06499017,-77.05809683
SUSPECTED MINOR INJURY,2,09/22/2020,05:51:00 PM,35,,No,DRY,DAYLIGHT,NO CONTROLS,No,39.01037367,-77.04081336
POSSIBLE INJURY,1,12/05/2017,07:45:00 AM,40,CLOUDY,No,DRY,DAYLIGHT,NO CONTROLS,No,39.2610285,-77.222676
SUSPECTED MINOR INJURY,2,10/25/2016,05:53:00 PM,45,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.13316167,-77.24461167
POSSIBLE INJURY,1,12/05/2022,01:35:00 AM,35,,Yes,DRY,DARK NO LIGHTS,NO CONTROLS,Yes,39.00339533,-77.18385467
POSSIBLE INJURY,1,12/01/2015,03:36:00 PM,40,CLEAR,No,WET,DAYLIGHT,NO CONTROLS,No,39.04648588,-76.95210457
POSSIBLE INJURY,1,10/23/2015,07:57:00 AM,45,CLEAR,No,DRY,DAWN,NO CONTROLS,No,39.05588419,-77.08222389
POSSIBLE INJURY,1,11/10/2021,02:47:00 PM,5,CLEAR,Yes,,DAYLIGHT,,Yes,39.15713833,-77.214125
POSSIBLE INJURY,1,01/05/2016,12:37:00 PM,25,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.01963833,-76.97251333
POSSIBLE INJURY,1,06/22/2022,07:45:00 PM,40,RAINING,Yes,WET,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.22254667,-77.2601
SUSPECTED MINOR INJURY,2,07/11/2016,12:35:00 PM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.01350667,-77.09892667
SUSPECTED MINOR INJURY,2,04/24/2015,12:50:00 PM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.08005167,-77.1386
POSSIBLE INJURY,1,01/26/2018,03:42:00 PM,50,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.07372667,-76.95568667
POSSIBLE INJURY,1,08/20/2021,11:08:00 AM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.05338995,-77.08939034
POSSIBLE INJURY,1,10/24/2021,12:50:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.157485,-77.213315
SUSPECTED MINOR INJURY,2,01/07/2017,11:49:00 AM,40,SNOW,No,SNOW,DAYLIGHT,TRAFFIC SIGNAL,No,38.96987805,-77.11203262
POSSIBLE INJURY,1,11/09/2017,08:06:00 PM,40,RAINING,No,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.05631167,-76.95441167
POSSIBLE INJURY,1,02/29/2020,08:11:00 PM,45,,No,,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.063445,-77.09536
POSSIBLE INJURY,1,08/27/2021,03:15:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.05207383,-77.07565533
POSSIBLE INJURY,1,08/04/2017,11:14:00 AM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.07157,-77.16743167
SUSPECTED MINOR INJURY,2,02/24/2015,07:51:00 AM,40,CLEAR,Yes,ICE,DAYLIGHT,NO CONTROLS,Yes,39.11340667,-76.95748667
SUSPECTED MINOR INJURY,2,10/29/2017,09:59:00 AM,40,RAINING,Yes,WET,DAYLIGHT,NO CONTROLS,Yes,39.05117833,-77.13338833
POSSIBLE INJURY,1,05/28/2023,06:23:00 PM,25,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.17273667,-77.203945
SUSPECTED MINOR INJURY,2,03/02/2022,07:10:00 PM,40,CLEAR,Yes,DRY,DARK LIGHTS ON,NO CONTROLS,Yes,39.0779295,-76.964921
POSSIBLE INJURY,1,10/09/2019,07:25:00 PM,45,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.13096833,-77.16091333
POSSIBLE INJURY,1,08/20/2018,05:30:00 AM,45,CLEAR,Yes,DRY,DARK LIGHTS ON,,Yes,39.17703687,-77.26984507
POSSIBLE INJURY,1,04/23/2017,06:21:00 PM,40,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.01729252,-76.97732136
POSSIBLE INJURY,1,10/19/2019,12:04:00 AM,40,CLEAR,No,DRY,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,No,39.10023,-77.18177167
POSSIBLE INJURY,1,02/17/2023,08:00:00 AM,35,RAINING,No,WET,DAYLIGHT,TRAFFIC SIGNAL,No,39.14100305,-77.20804585
POSSIBLE INJURY,1,05/28/2022,02:10:00 PM,35,,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.00833667,-76.97963167
SUSPECTED MINOR INJURY,2,07/04/2022,06:47:00 PM,40,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.066595,-77.00140667
POSSIBLE INJURY,1,11/20/2017,06:05:00 PM,25,CLEAR,No,DRY,DAWN,,No,38.970948,-77.12938333
SUSPECTED MINOR INJURY,2,04/10/2016,07:08:00 AM,30,CLEAR,Yes,DRY,DAWN,NO CONTROLS,Yes,39.09154667,-77.07066
POSSIBLE INJURY,1,12/14/2017,09:36:00 AM,35,CLOUDY,No,DRY,DAYLIGHT,STOP SIGN,No,39.003015,-77.02498
POSSIBLE INJURY,1,10/25/2017,03:30:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,,Yes,39.05370833,-77.10763833
POSSIBLE INJURY,1,05/08/2017,08:56:00 AM,55,,No,DRY,DAYLIGHT,NO CONTROLS,No,39.005545,-77.07945667
POSSIBLE INJURY,1,12/06/2017,07:12:00 AM,45,CLOUDY,No,DRY,DAWN,TRAFFIC SIGNAL,No,39.12282667,-77.17804833
SUSPECTED MINOR INJURY,2,02/15/2015,11:13:00 PM,45,CLEAR,Yes,ICE,DARK LIGHTS ON,NO CONTROLS,Yes,39.18343,-77.25717333
POSSIBLE INJURY,1,06/24/2015,04:19:00 PM,30,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.014385,-77.21480667
SUSPECTED MINOR INJURY,2,08/29/2022,10:32:00 PM,35,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.080923,-77.145933
SUSPECTED MINOR INJURY,2,02/02/2020,11:27:00 PM,35,CLEAR,Yes,DRY,DARK LIGHTS ON,NO CONTROLS,Yes,39.09954533,-76.97503217
